candidateId,party,color
1386,Grüne,#008000
1391,glp,#32CD32
1393,glp,#32CD32
1399,Grüne,#008000
1405,Grüne,#008000
1407,CVP,#FFA500
1408,Grüne,#008000
1409,FDP,#4169E1
1410,FDP,#4169E1
1411,FDP,#4169E1
1412,FDP,#4169E1
1417,CVP,#FFA500
1426,CVP,#FFA500
1427,glp,#32CD32
1428,SP,#FF0000
1429,SP,#FF0000
1430,SP,#FF0000
1431,SP,#FF0000
1432,SP,#FF0000
1434,FDP,#4169E1
1446,CVP,#FFA500
1447,CVP,#FFA500
1448,CVP,#FFA500
1454,FDP,#4169E1
1456,SP,#FF0000
1458,SP,#FF0000
1463,FDP,#4169E1
1464,Grüne,#008000
1479,Grüne,#008000
1484,SVP,#006400
1487,Grüne,#008000
1509,Grüne,#008000
1515,Grüne,#008000
1527,Grüne,#008000
1530,Grüne,#008000
1532,CVP,#FFA500
1540,CVP,#FFA500
1541,BDP,#800020
1542,BDP,#800020
1544,BDP,#800020
1545,SP,#FF0000
1546,SP,#FF0000
1547,SP,#FF0000
1548,SP,#FF0000
1549,FDP,#4169E1
1550,Grüne,#008000
1553,glp,#32CD32
1568,SP,#FF0000
1569,FDP,#4169E1
1584,SP,#FF0000
1592,SVP,#006400
1600,CVP,#FFA500
1611,glp,#32CD32
1616,Grüne,#008000
1618,Grüne,#008000
1620,SVP,#006400
1621,glp,#32CD32
1622,glp,#32CD32
1625,Grüne,#008000
1626,CVP,#FFA500
1627,CVP,#FFA500
1628,CVP,#FFA500
1629,CVP,#FFA500
1638,BDP,#800020
1639,SP,#FF0000
1640,SP,#FF0000
1645,SVP,#006400
1652,CVP,#FFA500
1653,CVP,#FFA500
1664,SVP,#006400
1682,SVP,#006400
1688,glp,#32CD32
1690,SP,#FF0000
1697,glp,#32CD32
1700,Grüne,#008000
1704,Grüne,#008000
1706,glp,#32CD32
1709,SVP,#006400
1711,Grüne,#008000
1714,SVP,#006400
1715,SVP,#006400
1716,Grüne,#008000
1717,FDP,#4169E1
1718,FDP,#4169E1
1719,FDP,#4169E1
1721,Grüne,#008000
1727,CVP,#FFA500
1728,BDP,#800020
1729,BDP,#800020
1730,BDP,#800020
1731,SP,#FF0000
1732,SP,#FF0000
1733,SP,#FF0000
1734,SP,#FF0000
1735,SP,#FF0000
1736,SP,#FF0000
1737,SVP,#006400
1739,glp,#32CD32
1749,CVP,#FFA500
1750,Grüne,#008000
1751,SP,#FF0000
1753,SVP,#006400
1754,FDP,#4169E1
1757,FDP,#4169E1
1758,SVP,#006400
1759,BDP,#800020
1765,glp,#32CD32
1767,BDP,#800020
1769,SP,#FF0000
1779,glp,#32CD32
1780,glp,#32CD32
1781,glp,#32CD32
1785,Grüne,#008000
1786,SVP,#006400
1787,BDP,#800020
1788,glp,#32CD32
1790,FDP,#4169E1
1791,CVP,#FFA500
1792,CVP,#FFA500
1798,CVP,#FFA500
1800,CVP,#FFA500
1801,BDP,#800020
1802,SP,#FF0000
1803,SP,#FF0000
1804,SP,#FF0000
1805,SP,#FF0000
1806,SP,#FF0000
1807,SP,#FF0000
1808,SP,#FF0000
1809,SP,#FF0000
1810,FDP,#4169E1
1811,SVP,#006400
1813,FDP,#4169E1
1816,FDP,#4169E1
1817,glp,#32CD32
1818,glp,#32CD32
1819,glp,#32CD32
1821,glp,#32CD32
1825,FDP,#4169E1
1827,SVP,#006400
1831,SVP,#006400
1834,Grüne,#008000
1838,glp,#32CD32
1840,SP,#FF0000
1847,BDP,#800020
1849,SVP,#006400
1850,SP,#FF0000
1858,Grüne,#008000
1860,BDP,#800020
1862,Grüne,#008000
1863,Grüne,#008000
1864,Grüne,#008000
1866,BDP,#800020
1867,BDP,#800020
1868,glp,#32CD32
1869,Grüne,#008000
1872,SVP,#006400
1874,FDP,#4169E1
1875,FDP,#4169E1
1878,CVP,#FFA500
1879,CVP,#FFA500
1883,CVP,#FFA500
1884,BDP,#800020
1885,SP,#FF0000
1887,glp,#32CD32
1889,glp,#32CD32
1890,glp,#32CD32
1891,CVP,#FFA500
1892,CVP,#FFA500
1895,CVP,#FFA500
1896,SP,#FF0000
1897,SP,#FF0000
1898,SP,#FF0000
1899,CVP,#FFA500
1900,SP,#FF0000
1902,FDP,#4169E1
1905,glp,#32CD32
1911,FDP,#4169E1
1912,glp,#32CD32
1922,SP,#FF0000
1928,SVP,#006400
1929,SP,#FF0000
1933,glp,#32CD32
1934,glp,#32CD32
1935,glp,#32CD32
1936,glp,#32CD32
1937,glp,#32CD32
1938,glp,#32CD32
1939,Grüne,#008000
1940,BDP,#800020
1941,glp,#32CD32
1944,glp,#32CD32
1946,glp,#32CD32
1948,BDP,#800020
1949,Grüne,#008000
1950,SVP,#006400
1951,Grüne,#008000
1952,SVP,#006400
1954,SVP,#006400
1955,FDP,#4169E1
1956,FDP,#4169E1
1957,FDP,#4169E1
1958,FDP,#4169E1
1961,Grüne,#008000
1962,CVP,#FFA500
1963,CVP,#FFA500
1964,CVP,#FFA500
1965,FDP,#4169E1
1966,FDP,#4169E1
1968,SP,#FF0000
1969,SP,#FF0000
1970,SP,#FF0000
1971,SP,#FF0000
1972,SP,#FF0000
1973,SVP,#006400
1974,FDP,#4169E1
1975,SVP,#006400
1976,SVP,#006400
1977,glp,#32CD32
1978,glp,#32CD32
1982,FDP,#4169E1
1983,FDP,#4169E1
1984,CVP,#FFA500
1985,BDP,#800020
1988,FDP,#4169E1
1992,glp,#32CD32
1994,Grüne,#008000
1998,SP,#FF0000
1999,glp,#32CD32
2001,SP,#FF0000
2002,SP,#FF0000
2003,CVP,#FFA500
2010,glp,#32CD32
2011,glp,#32CD32
2012,glp,#32CD32
2013,glp,#32CD32
2014,Grüne,#008000
2015,Grüne,#008000
2017,BDP,#800020
2018,Grüne,#008000
2020,glp,#32CD32
2022,Grüne,#008000
2023,BDP,#800020
2026,CVP,#FFA500
2027,Grüne,#008000
2028,FDP,#4169E1
2030,CVP,#FFA500
2031,CVP,#FFA500
2032,CVP,#FFA500
2033,CVP,#FFA500
2035,CVP,#FFA500
2036,SP,#FF0000
2037,SP,#FF0000
2038,SP,#FF0000
2040,glp,#32CD32
2041,glp,#32CD32
2042,glp,#32CD32
2043,glp,#32CD32
2048,CVP,#FFA500
2049,SVP,#006400
2052,SP,#FF0000
2053,SP,#FF0000
2054,SVP,#006400
2057,BDP,#800020
2058,BDP,#800020
2060,Grüne,#008000
2066,glp,#32CD32
2067,glp,#32CD32
2068,glp,#32CD32
2072,Grüne,#008000
2073,Grüne,#008000
2076,Grüne,#008000
2077,SP,#FF0000
2080,Grüne,#008000
2081,Grüne,#008000
2082,Grüne,#008000
2083,glp,#32CD32
2084,BDP,#800020
2085,glp,#32CD32
2086,CVP,#FFA500
2087,SVP,#006400
2089,FDP,#4169E1
2090,CVP,#FFA500
2091,CVP,#FFA500
2092,CVP,#FFA500
2095,FDP,#4169E1
2097,BDP,#800020
2098,BDP,#800020
2099,SP,#FF0000
2100,SP,#FF0000
2101,SP,#FF0000
2102,SP,#FF0000
2103,SP,#FF0000
2104,SP,#FF0000
2105,SP,#FF0000
2106,SVP,#006400
2107,SVP,#006400
2110,SVP,#006400
2111,glp,#32CD32
2112,SVP,#006400
2113,SP,#FF0000
2114,FDP,#4169E1
2119,SVP,#006400
2122,CVP,#FFA500
2123,glp,#32CD32
2124,glp,#32CD32
2125,glp,#32CD32
2126,glp,#32CD32
2127,SVP,#006400
2128,FDP,#4169E1
2137,glp,#32CD32
2138,glp,#32CD32
2139,glp,#32CD32
2140,SVP,#006400
2141,BDP,#800020
2142,glp,#32CD32
2143,Grüne,#008000
2144,BDP,#800020
2145,BDP,#800020
2146,BDP,#800020
2149,Grüne,#008000
2151,SVP,#006400
2152,Grüne,#008000
2154,FDP,#4169E1
2155,FDP,#4169E1
2156,FDP,#4169E1
2158,CVP,#FFA500
2159,CVP,#FFA500
2163,CVP,#FFA500
2165,BDP,#800020
2166,SP,#FF0000
2167,SP,#FF0000
2168,SP,#FF0000
2169,SP,#FF0000
2170,SP,#FF0000
2171,SP,#FF0000
2173,FDP,#4169E1
2174,SVP,#006400
2175,SVP,#006400
2176,CVP,#FFA500
2177,CVP,#FFA500
2179,SP,#FF0000
2180,FDP,#4169E1
2181,CVP,#FFA500
2183,SVP,#006400
2184,SP,#FF0000
2187,Grüne,#008000
2190,FDP,#4169E1
2192,glp,#32CD32
2195,FDP,#4169E1
2198,BDP,#800020
2199,SVP,#006400
2201,SP,#FF0000
2202,SP,#FF0000
2205,Grüne,#008000
2206,Grüne,#008000
2209,Grüne,#008000
2210,SVP,#006400
2211,SVP,#006400
2212,glp,#32CD32
2213,SVP,#006400
2215,glp,#32CD32
2216,BDP,#800020
2217,SVP,#006400
2218,SVP,#006400
2219,CVP,#FFA500
2220,SVP,#006400
2221,Grüne,#008000
2222,FDP,#4169E1
2224,FDP,#4169E1
2225,FDP,#4169E1
2226,FDP,#4169E1
2230,CVP,#FFA500
2231,CVP,#FFA500
2232,CVP,#FFA500
2233,CVP,#FFA500
2234,BDP,#800020
2235,BDP,#800020
2236,BDP,#800020
2237,SP,#FF0000
2238,SP,#FF0000
2239,SP,#FF0000
2240,SP,#FF0000
2241,SVP,#006400
2243,FDP,#4169E1
2245,SVP,#006400
2246,SVP,#006400
2248,SP,#FF0000
2249,FDP,#4169E1
2250,CVP,#FFA500
2252,SVP,#006400
2253,SP,#FF0000
2254,FDP,#4169E1
2261,SP,#FF0000
2262,FDP,#4169E1
2263,glp,#32CD32
2264,glp,#32CD32
2265,glp,#32CD32
2266,glp,#32CD32
2267,glp,#32CD32
2268,glp,#32CD32
2271,Grüne,#008000
2272,Grüne,#008000
2276,glp,#32CD32
2278,CVP,#FFA500
2283,glp,#32CD32
2284,glp,#32CD32
2287,glp,#32CD32
2289,SVP,#006400
2290,CVP,#FFA500
2291,FDP,#4169E1
2293,FDP,#4169E1
2294,CVP,#FFA500
2295,CVP,#FFA500
2297,CVP,#FFA500
2299,SP,#FF0000
2300,BDP,#800020
2301,SP,#FF0000
2302,SP,#FF0000
2303,SP,#FF0000
2304,SVP,#006400
2308,FDP,#4169E1
2309,FDP,#4169E1
2310,FDP,#4169E1
2312,glp,#32CD32
2313,SVP,#006400
2314,SVP,#006400
2315,SVP,#006400
2316,FDP,#4169E1
2317,FDP,#4169E1
2318,SVP,#006400
2319,FDP,#4169E1
2322,glp,#32CD32
2325,SVP,#006400
2326,SP,#FF0000
2332,glp,#32CD32
2333,glp,#32CD32
2334,Grüne,#008000
2335,SVP,#006400
2336,glp,#32CD32
2337,Grüne,#008000
2339,glp,#32CD32
2340,BDP,#800020
2341,Grüne,#008000
2342,SVP,#006400
2343,SVP,#006400
2344,Grüne,#008000
2345,FDP,#4169E1
2346,FDP,#4169E1
2347,FDP,#4169E1
2348,CVP,#FFA500
2349,CVP,#FFA500
2350,CVP,#FFA500
2351,CVP,#FFA500
2352,CVP,#FFA500
2353,SP,#FF0000
2354,SP,#FF0000
2355,SP,#FF0000
2356,SP,#FF0000
2357,SP,#FF0000
2359,FDP,#4169E1
2360,FDP,#4169E1
2361,FDP,#4169E1
2362,glp,#32CD32
2363,glp,#32CD32
2364,glp,#32CD32
2365,CVP,#FFA500
2366,FDP,#4169E1
2367,CVP,#FFA500
2368,CVP,#FFA500
2370,CVP,#FFA500
2371,CVP,#FFA500
2372,SVP,#006400
2379,FDP,#4169E1
2383,SP,#FF0000
2384,FDP,#4169E1
2392,Grüne,#008000
2393,BDP,#800020
2395,glp,#32CD32
2396,glp,#32CD32
2397,SVP,#006400
2398,BDP,#800020
2400,glp,#32CD32
2401,glp,#32CD32
2403,Grüne,#008000
2404,CVP,#FFA500
2405,SVP,#006400
2406,FDP,#4169E1
2407,CVP,#FFA500
2408,CVP,#FFA500
2409,CVP,#FFA500
2411,FDP,#4169E1
2412,FDP,#4169E1
2413,SP,#FF0000
2414,SP,#FF0000
2415,SP,#FF0000
2416,SP,#FF0000
2417,SP,#FF0000
2418,SP,#FF0000
2423,FDP,#4169E1
2424,FDP,#4169E1
2425,glp,#32CD32
2426,glp,#32CD32
2427,glp,#32CD32
2428,SVP,#006400
2429,SVP,#006400
2430,SVP,#006400
2431,CVP,#FFA500
2434,SVP,#006400
2435,CVP,#FFA500
2436,SP,#FF0000
2437,CVP,#FFA500
2438,FDP,#4169E1
2441,SVP,#006400
2442,FDP,#4169E1
2446,CVP,#FFA500
2447,CVP,#FFA500
2449,glp,#32CD32
2450,glp,#32CD32
2455,FDP,#4169E1
2458,CVP,#FFA500
2459,CVP,#FFA500
2460,FDP,#4169E1
2464,glp,#32CD32
2465,glp,#32CD32
2466,glp,#32CD32
2468,Grüne,#008000
2470,glp,#32CD32
2471,Grüne,#008000
2472,BDP,#800020
2473,glp,#32CD32
2474,glp,#32CD32
2475,SVP,#006400
2476,Grüne,#008000
2477,CVP,#FFA500
2478,CVP,#FFA500
2479,CVP,#FFA500
2481,FDP,#4169E1
2483,CVP,#FFA500
2484,CVP,#FFA500
2485,CVP,#FFA500
2488,CVP,#FFA500
2489,BDP,#800020
2490,SP,#FF0000
2491,SVP,#006400
2492,SVP,#006400
2495,FDP,#4169E1
2496,SVP,#006400
2498,glp,#32CD32
2499,glp,#32CD32
2500,SVP,#006400
2501,CVP,#FFA500
2502,CVP,#FFA500
2503,CVP,#FFA500
2505,FDP,#4169E1
2519,CVP,#FFA500
2520,glp,#32CD32
2525,SP,#FF0000
2526,CVP,#FFA500
2528,CVP,#FFA500
2532,BDP,#800020
2534,glp,#32CD32
2535,glp,#32CD32
2536,glp,#32CD32
2537,Grüne,#008000
2538,Grüne,#008000
2539,Grüne,#008000
2541,BDP,#800020
2542,BDP,#800020
2544,glp,#32CD32
2545,glp,#32CD32
2546,CVP,#FFA500
2547,CVP,#FFA500
2549,SVP,#006400
2550,Grüne,#008000
2552,FDP,#4169E1
2553,FDP,#4169E1
2555,FDP,#4169E1
2556,CVP,#FFA500
2560,SP,#FF0000
2561,SP,#FF0000
2562,SP,#FF0000
2563,SP,#FF0000
2564,SP,#FF0000
2565,SP,#FF0000
2566,SP,#FF0000
2567,SP,#FF0000
2568,SP,#FF0000
2569,SP,#FF0000
2570,FDP,#4169E1
2571,Grüne,#008000
2573,Grüne,#008000
2574,FDP,#4169E1
2575,FDP,#4169E1
2576,FDP,#4169E1
2577,FDP,#4169E1
2578,glp,#32CD32
2579,glp,#32CD32
2580,glp,#32CD32
2581,SVP,#006400
2582,glp,#32CD32
2583,FDP,#4169E1
2584,SP,#FF0000
2585,CVP,#FFA500
2587,SVP,#006400
2588,SVP,#006400
2591,FDP,#4169E1
2595,CVP,#FFA500
2597,glp,#32CD32
2598,glp,#32CD32
2599,BDP,#800020
2601,SVP,#006400
2604,SP,#FF0000
2606,glp,#32CD32
2609,glp,#32CD32
2610,FDP,#4169E1
2611,FDP,#4169E1
2612,CVP,#FFA500
2613,CVP,#FFA500
2614,CVP,#FFA500
2615,BDP,#800020
2616,SP,#FF0000
2617,SP,#FF0000
2618,SP,#FF0000
2623,FDP,#4169E1
2624,FDP,#4169E1
2625,FDP,#4169E1
2626,FDP,#4169E1
2627,FDP,#4169E1
2628,FDP,#4169E1
2630,glp,#32CD32
2631,glp,#32CD32
2633,SVP,#006400
2634,FDP,#4169E1
2635,FDP,#4169E1
2636,FDP,#4169E1
2638,CVP,#FFA500
2639,CVP,#FFA500
2641,SVP,#006400
2652,glp,#32CD32
2653,glp,#32CD32
2654,glp,#32CD32
2655,glp,#32CD32
2656,SP,#FF0000
2661,SVP,#006400
2669,BDP,#800020
2670,glp,#32CD32
2671,Grüne,#008000
2672,glp,#32CD32
2673,glp,#32CD32
2674,glp,#32CD32
2675,SVP,#006400
2676,BDP,#800020
2677,Grüne,#008000
2679,Grüne,#008000
2680,SVP,#006400
2681,Grüne,#008000
2682,Grüne,#008000
2683,Grüne,#008000
2684,SVP,#006400
2685,SVP,#006400
2686,glp,#32CD32
2687,CVP,#FFA500
2689,FDP,#4169E1
2690,FDP,#4169E1
2691,FDP,#4169E1
2692,FDP,#4169E1
2693,CVP,#FFA500
2694,CVP,#FFA500
2696,CVP,#FFA500
2697,CVP,#FFA500
2699,CVP,#FFA500
2700,BDP,#800020
2702,SP,#FF0000
2703,SP,#FF0000
2704,SP,#FF0000
2705,SP,#FF0000
2706,SP,#FF0000
2707,SP,#FF0000
2708,SP,#FF0000
2709,SP,#FF0000
2710,Grüne,#008000
2711,SVP,#006400
2714,SVP,#006400
2716,SVP,#006400
2717,FDP,#4169E1
2718,FDP,#4169E1
2719,SVP,#006400
2720,glp,#32CD32
2721,SVP,#006400
2722,CVP,#FFA500
2723,CVP,#FFA500
2724,FDP,#4169E1
2725,FDP,#4169E1
2726,CVP,#FFA500
2727,FDP,#4169E1
2729,SP,#FF0000
2738,CVP,#FFA500
2741,glp,#32CD32
2743,SVP,#006400
2747,SP,#FF0000
2750,SP,#FF0000
2754,Grüne,#008000
2755,Grüne,#008000
2757,BDP,#800020
2759,glp,#32CD32
2760,glp,#32CD32
2761,SVP,#006400
2762,BDP,#800020
2765,Grüne,#008000
2766,glp,#32CD32
2768,glp,#32CD32
2769,glp,#32CD32
2770,glp,#32CD32
2771,BDP,#800020
2772,SVP,#006400
2774,glp,#32CD32
2775,SVP,#006400
2776,FDP,#4169E1
2777,FDP,#4169E1
2778,FDP,#4169E1
2780,CVP,#FFA500
2781,CVP,#FFA500
2784,FDP,#4169E1
2788,CVP,#FFA500
2789,CVP,#FFA500
2790,SP,#FF0000
2791,SP,#FF0000
2792,SP,#FF0000
2793,SP,#FF0000
2794,SP,#FF0000
2795,SVP,#006400
2796,SVP,#006400
2798,SVP,#006400
2799,FDP,#4169E1
2803,FDP,#4169E1
2804,FDP,#4169E1
2805,SVP,#006400
2806,glp,#32CD32
2807,glp,#32CD32
2808,glp,#32CD32
2809,SVP,#006400
2810,glp,#32CD32
2812,SP,#FF0000
2814,FDP,#4169E1
2816,CVP,#FFA500
2823,FDP,#4169E1
2825,FDP,#4169E1
2827,FDP,#4169E1
2829,BDP,#800020
2831,SP,#FF0000
2834,CVP,#FFA500
2842,Grüne,#008000
2846,glp,#32CD32
2847,Grüne,#008000
2848,SVP,#006400
2849,BDP,#800020
2850,SVP,#006400
2851,SVP,#006400
2852,SVP,#006400
2853,SVP,#006400
2854,glp,#32CD32
2855,Grüne,#008000
2856,Grüne,#008000
2857,FDP,#4169E1
2858,Grüne,#008000
2859,FDP,#4169E1
2860,FDP,#4169E1
2861,CVP,#FFA500
2862,CVP,#FFA500
2863,CVP,#FFA500
2864,CVP,#FFA500
2869,CVP,#FFA500
2870,CVP,#FFA500
2871,BDP,#800020
2872,SP,#FF0000
2873,SP,#FF0000
2874,SP,#FF0000
2875,SP,#FF0000
2876,SP,#FF0000
2877,SP,#FF0000
2878,SP,#FF0000
2879,Grüne,#008000
2880,SVP,#006400
2884,FDP,#4169E1
2885,FDP,#4169E1
2886,glp,#32CD32
2887,glp,#32CD32
2888,glp,#32CD32
2891,FDP,#4169E1
2892,FDP,#4169E1
2893,CVP,#FFA500
2896,FDP,#4169E1
2898,FDP,#4169E1
2899,FDP,#4169E1
2904,CVP,#FFA500
2905,CVP,#FFA500
2908,glp,#32CD32
2909,glp,#32CD32
2910,glp,#32CD32
2911,glp,#32CD32
2912,glp,#32CD32
2913,glp,#32CD32
2916,SVP,#006400
2918,SP,#FF0000
2920,CVP,#FFA500
2921,Grüne,#008000
2922,CVP,#FFA500
2929,glp,#32CD32
2930,Grüne,#008000
2932,glp,#32CD32
2933,glp,#32CD32
2934,BDP,#800020
2936,BDP,#800020
2937,BDP,#800020
2939,Grüne,#008000
2940,Grüne,#008000
2941,CVP,#FFA500
2942,CVP,#FFA500
2943,CVP,#FFA500
2944,FDP,#4169E1
2946,FDP,#4169E1
2947,FDP,#4169E1
2948,CVP,#FFA500
2949,CVP,#FFA500
2951,CVP,#FFA500
2953,CVP,#FFA500
2954,BDP,#800020
2955,SP,#FF0000
2956,SP,#FF0000
2957,BDP,#800020
2958,SP,#FF0000
2959,SP,#FF0000
2960,SVP,#006400
2962,FDP,#4169E1
2964,SVP,#006400
2965,SVP,#006400
2966,glp,#32CD32
2967,SVP,#006400
2968,SVP,#006400
2969,SVP,#006400
2970,SVP,#006400
2971,glp,#32CD32
2972,CVP,#FFA500
2973,CVP,#FFA500
2974,CVP,#FFA500
2975,FDP,#4169E1
2976,CVP,#FFA500
2977,FDP,#4169E1
2978,CVP,#FFA500
2979,CVP,#FFA500
2980,CVP,#FFA500
2981,SVP,#006400
2982,FDP,#4169E1
2992,glp,#32CD32
2993,glp,#32CD32
2994,glp,#32CD32
2995,glp,#32CD32
2996,Grüne,#008000
2999,SVP,#006400
3001,SP,#FF0000
3003,CVP,#FFA500
3008,glp,#32CD32
3009,Grüne,#008000
3011,BDP,#800020
3012,glp,#32CD32
3014,SVP,#006400
3015,Grüne,#008000
3016,BDP,#800020
3017,glp,#32CD32
3018,glp,#32CD32
3019,Grüne,#008000
3020,FDP,#4169E1
3021,FDP,#4169E1
3023,FDP,#4169E1
3024,CVP,#FFA500
3025,CVP,#FFA500
3026,CVP,#FFA500
3027,CVP,#FFA500
3028,CVP,#FFA500
3030,CVP,#FFA500
3031,CVP,#FFA500
3032,FDP,#4169E1
3033,CVP,#FFA500
3034,CVP,#FFA500
3036,SP,#FF0000
3037,SP,#FF0000
3038,SP,#FF0000
3039,SP,#FF0000
3040,SP,#FF0000
3041,Grüne,#008000
3044,SVP,#006400
3045,FDP,#4169E1
3046,FDP,#4169E1
3047,SVP,#006400
3048,SVP,#006400
3049,SVP,#006400
3050,glp,#32CD32
3051,SVP,#006400
3052,glp,#32CD32
3054,SVP,#006400
3055,FDP,#4169E1
3058,CVP,#FFA500
3059,SVP,#006400
3060,FDP,#4169E1
3062,SP,#FF0000
3067,SVP,#006400
3068,CVP,#FFA500
3069,CVP,#FFA500
3070,CVP,#FFA500
3071,FDP,#4169E1
3072,glp,#32CD32
3073,glp,#32CD32
3079,BDP,#800020
3080,BDP,#800020
3084,glp,#32CD32
3085,CVP,#FFA500
3089,CVP,#FFA500
3098,Grüne,#008000
3100,BDP,#800020
3101,BDP,#800020
3102,glp,#32CD32
3103,glp,#32CD32
3104,glp,#32CD32
3105,Grüne,#008000
3106,Grüne,#008000
3107,Grüne,#008000
3108,Grüne,#008000
3109,BDP,#800020
3110,BDP,#800020
3111,Grüne,#008000
3112,SVP,#006400
3114,Grüne,#008000
3115,CVP,#FFA500
3116,Grüne,#008000
3117,FDP,#4169E1
3120,FDP,#4169E1
3121,CVP,#FFA500
3122,CVP,#FFA500
3123,CVP,#FFA500
3124,FDP,#4169E1
3125,glp,#32CD32
3126,SP,#FF0000
3127,SP,#FF0000
3128,SP,#FF0000
3129,SP,#FF0000
3130,SP,#FF0000
3131,Grüne,#008000
3135,FDP,#4169E1
3136,FDP,#4169E1
3137,SVP,#006400
3138,FDP,#4169E1
3139,BDP,#800020
3140,glp,#32CD32
3141,glp,#32CD32
3142,glp,#32CD32
3143,SVP,#006400
3144,SVP,#006400
3145,glp,#32CD32
3146,CVP,#FFA500
3147,SVP,#006400
3148,SVP,#006400
3149,FDP,#4169E1
3150,FDP,#4169E1
3151,CVP,#FFA500
3152,CVP,#FFA500
3153,FDP,#4169E1
3155,FDP,#4169E1
3156,SVP,#006400
3162,Grüne,#008000
3164,FDP,#4169E1
3165,CVP,#FFA500
3166,CVP,#FFA500
3167,glp,#32CD32
3168,glp,#32CD32
3169,glp,#32CD32
3170,glp,#32CD32
3171,glp,#32CD32
3173,SP,#FF0000
3174,BDP,#800020
3177,Grüne,#008000
3179,Grüne,#008000
3180,SVP,#006400
3183,glp,#32CD32
3184,CVP,#FFA500
3185,CVP,#FFA500
3186,CVP,#FFA500
3187,CVP,#FFA500
3195,Grüne,#008000
3198,Grüne,#008000
3199,Grüne,#008000
3201,BDP,#800020
3204,Grüne,#008000
3206,Grüne,#008000
3208,glp,#32CD32
3209,Grüne,#008000
3210,CVP,#FFA500
3211,CVP,#FFA500
3212,SVP,#006400
3213,FDP,#4169E1
3215,FDP,#4169E1
3216,FDP,#4169E1
3217,FDP,#4169E1
3218,FDP,#4169E1
3219,CVP,#FFA500
3220,CVP,#FFA500
3221,CVP,#FFA500
3222,CVP,#FFA500
3223,CVP,#FFA500
3224,CVP,#FFA500
3226,SP,#FF0000
3227,SP,#FF0000
3228,SP,#FF0000
3229,SP,#FF0000
3230,SP,#FF0000
3231,SP,#FF0000
3232,SP,#FF0000
3233,SP,#FF0000
3234,SP,#FF0000
